-0.299,-0.009,-0.903,15.625,1.404,75.073,-178.539,37.2,77.053
-0.22,-0.058,-0.937,19.531,12.085,69.458,-178.347,36.76,72.839
-0.128,-0.075,-0.946,20.386,15.564,66.223,-178.022,36.03,68.769
-0.095,-0.125,-0.964,18.738,5.127,62.317,-177.545,35.453,64.968
-0.139,-0.111,-0.988,12.39,10.376,62.805,-177.259,35.101,61.238
-0.065,-0.12,-0.979,12.085,8.24,50.11,-177.028,34.525,57.827
-0.04,-0.099,-0.964,8.24,6.836,44.067,-176.786,34.036,55.031
-0.034,-0.085,-0.944,10.925,-3.967,36.56,-176.528,33.81,52.531
-0.114,-0.093,-0.97,11.414,-12.878,31.921,-176.111,34.129,50.471
-0.181,-0.104,-0.982,14.038,-8.362,30.518,-175.638,34.59,48.51
-0.227,-0.128,-0.997,11.047,-10.01,27.039,-175.161,34.964,46.648
-0.165,-0.108,-0.952,3.54,-4.15,30.701,-174.99,35.261,44.687
-0.181,-0.065,-0.867,-2.075,-19.714,30.09,-175.155,35.925,42.742
-0.311,0.0,-0.883,-2.991,-11.902,28.992,-175.562,36.804,40.781
-0.284,0.003,-0.928,0.671,2.258,21.79,-175.825,37.046,39.007
-0.247,-0.031,-0.971,1.282,2.563,16.052,-175.902,36.953,37.579
-0.313,-0.018,-0.995,-2.991,1.953,14.893,-176.122,37.007,36.266
-0.19,0.011,-0.931,-2.319,7.751,10.01,-176.407,36.766,35.085
-0.217,-0.007,-0.929,0.671,-2.686,5.066,-176.495,36.766,34.31
-0.246,-0.016,-0.968,-0.854,4.333,6.958,-176.578,36.76,33.552
-0.239,-0.003,-0.969,-2.014,-1.465,8.911,-176.715,36.705,32.75
-0.262,0.021,-0.937,0.488,-0.61,10.071,-176.891,36.848,31.794
-0.228,0.01,-0.924,0.793,2.686,5.554,-176.946,36.837,30.976
-0.231,-0.015,-0.936,0.549,2.93,-0.61,-176.935,36.777,30.443
-0.224,0.003,-0.956,-1.465,4.578,-0.122,-176.979,36.65,30.07
-0.211,-0.008,-0.959,-0.244,3.174,-1.953,-177.001,36.497,29.745
-0.192,-0.01,-0.958,-1.77,1.831,0.244,-177.05,36.398,29.443
-0.203,-0.003,-0.95,-2.869,-0.671,0.916,-177.166,36.409,29.125
-0.207,0.02,-0.96,0.122,-0.061,0.244,-177.264,36.447,28.779
-0.225,-0.0,-0.953,1.953,-2.197,1.465,-177.204,36.53,28.455
-0.207,0.002,-0.944,2.869,1.221,1.526,-177.116,36.535,28.092
-0.227,-0.013,-0.951,2.38,0.061,1.953,-177.006,36.557,27.708
-0.21,-0.007,-0.959,1.282,2.075,0.549,-176.946,36.497,27.367
-0.205,-0.014,-0.958,2.136,2.075,-2.014,-176.852,36.42,27.164
-0.2,-0.019,-0.962,0.61,1.404,-2.014,-176.781,36.343,27.015
-0.164,-0.012,-0.956,0.793,2.197,-0.854,-176.737,36.2,26.856
-0.199,-0.012,-0.953,1.709,-1.221,0.305,-176.666,36.2,26.686
-0.183,-0.024,-0.955,3.296,1.16,0.488,-176.545,36.161,26.461
-0.203,-0.021,-0.957,2.136,0.0,2.38,-176.44,36.145,26.191
-0.203,-0.038,-0.957,1.892,0.122,1.404,-176.325,36.129,25.922
-0.187,-0.023,-0.953,1.343,2.441,0.244,-176.27,36.057,25.675
-0.201,-0.032,-0.96,0.732,0.427,0.854,-176.199,36.008,25.472
-0.194,-0.022,-0.961,0.305,3.418,1.282,-176.177,35.903,25.247
-0.173,-0.029,-0.958,1.221,1.221,0.0,-176.138,35.782,25.049
-0.2,-0.026,-0.958,-1.099,0.854,0.854,-176.144,35.76,24.879
-0.158,-0.01,-0.96,-0.122,2.014,1.282,-176.182,35.634,24.686
-0.176,-0.019,-0.955,1.343,-0.916,2.197,-176.149,35.623,24.51
-0.178,-0.011,-0.958,1.526,0.366,4.456,-176.144,35.618,24.197
